customer_id,days_active_last_30,support_tickets_last_30,storage_used_gb
CUST-02792,9,0,41.6
CUST-02793,8,2,43.8
CUST-02794,30,1,36.1
CUST-02795,14,0,49.5
CUST-02796,20,0,37.3
CUST-02797,18,1,58.6
CUST-02798,9,0,23.2
CUST-02799,1,2,44.6
CUST-02800,29,1,54.5
CUST-02801,21,3,52.8
CUST-02802,13,2,90.4
CUST-02803,23,1,55.2
CUST-02804,13,2,34.9
CUST-02805,19,8,48.6
CUST-02806,26,3,23.4
CUST-02807,26,2,48.8
CUST-02808,7,2,37.5
CUST-02809,11,1,63.7
CUST-02810,13,0,41.8
CUST-02811,25,2,48.2
CUST-02812,20,1,40.5
CUST-02813,24,1,76.1
CUST-02814,5,1,45.2
CUST-02815,22,5,77.5
CUST-02816,22,3,62.2
CUST-02817,19,0,57.2
CUST-02818,19,2,55.5
CUST-02819,19,5,55.9
CUST-02820,11,5,21.1
CUST-02821,18,0,45.8
CUST-02822,14,2,62.7
CUST-02823,9,1,49.3
CUST-02824,11,1,28.9
CUST-02825,17,1,49.2
CUST-02826,21,1,75.6
CUST-02827,4,8,68.7
CUST-02828,22,1,49.1
CUST-02829,7,1,64.3
CUST-02830,20,2,44.5
CUST-02831,14,1,24.4
CUST-02832,18,2,36.1
CUST-02833,14,2,73.4
CUST-02834,21,1,45.9
CUST-02835,5,1,46.3
CUST-02836,16,0,45.5
CUST-02837,2,8,78.6
CUST-02838,1,2,74.4
CUST-02839,26,0,83.3
CUST-02840,3,8,47.6
CUST-02841,1,2,54.4
CUST-02842,11,2,27.3
CUST-02843,0,2,72.2
CUST-02844,24,1,32.5
CUST-02845,12,0,53.3
CUST-02846,24,5,33.5
CUST-02847,13,1,41.2
CUST-02848,14,8,37.4
CUST-02849,28,0,40.9
CUST-02850,24,1,41.9
CUST-02851,5,1,41.8
CUST-02852,15,1,62.5
CUST-02853,10,5,33.4
CUST-02854,19,2,53.3
CUST-02855,19,0,68.3
CUST-02856,19,0,42.3
CUST-02857,5,1,39.2
CUST-02858,25,5,46.5
CUST-02859,17,0,67.7
CUST-02860,11,0,52.9
CUST-02861,23,1,42.0
CUST-02862,10,0,57.3
CUST-02863,21,5,33.5
CUST-02864,5,2,60.2
CUST-02865,22,1,56.1
CUST-02866,10,0,45.4
CUST-02867,6,2,37.4
CUST-02868,17,2,36.7
CUST-02869,5,1,58.0
CUST-02870,13,1,68.4
CUST-02871,21,8,40.4
CUST-02872,21,1,56.9
CUST-02873,19,8,18.7
CUST-02874,20,0,41.2
CUST-02875,6,1,49.5
CUST-02876,22,2,36.4
CUST-02877,8,2,36.0
CUST-02878,24,1,40.0
CUST-02879,0,0,54.4
CUST-02880,12,5,47.2
CUST-02881,6,0,16.4
CUST-02882,17,0,18.2
CUST-02883,17,2,40.9
CUST-02884,12,0,56.9
CUST-02885,23,2,8.8
CUST-02886,2,0,42.5
CUST-02887,24,3,42.1
CUST-02888,18,2,70.8
CUST-02889,12,1,44.2
CUST-02890,9,0,55.7
CUST-02891,20,1,52.1
CUST-02892,16,0,18.0
CUST-02893,15,0,61.5
CUST-02894,6,2,53.2
CUST-02895,17,2,57.6
CUST-02896,14,1,108.9
CUST-02897,3,8,18.7
CUST-02898,7,1,75.9
CUST-02899,6,0,45.7
CUST-02900,17,1,54.3
CUST-02901,17,2,49.3
CUST-02902,25,1,43.6
CUST-02903,22,0,41.5
CUST-02904,14,0,54.9
CUST-02905,10,1,27.2
CUST-02906,15,0,61.3
CUST-02907,22,5,43.8
CUST-02908,28,1,33.0
CUST-02909,19,0,43.2
CUST-02910,19,0,68.9
CUST-02911,9,0,42.0
CUST-02912,11,2,55.4
CUST-02913,17,2,39.0
CUST-02914,14,2,61.4
CUST-02915,25,5,60.3
CUST-02916,5,2,77.7
CUST-02917,22,8,47.4
CUST-02918,15,0,60.0
CUST-02919,21,1,51.5
CUST-02920,14,8,69.4
CUST-02921,20,5,39.2
CUST-02922,5,1,61.2
CUST-02923,23,5,47.1
CUST-02924,24,2,49.0
CUST-02925,10,1,51.4
CUST-02926,5,2,53.8
CUST-02927,15,1,48.3
CUST-02928,27,1,53.2
CUST-02929,10,2,73.7
CUST-02930,13,2,64.8
CUST-02931,3,8,63.0
CUST-02932,6,0,43.2
CUST-02933,16,2,36.7
CUST-02934,17,2,64.3
CUST-02935,10,1,63.1
CUST-02936,1,8,72.1
CUST-02937,18,0,40.9
CUST-02938,21,0,46.6
CUST-02939,30,1,25.4
CUST-02940,6,0,44.1
CUST-02941,19,0,64.9
CUST-02942,23,0,43.0
CUST-02943,19,0,59.6
CUST-02944,5,1,47.1
CUST-02945,11,0,54.9
CUST-02946,18,1,32.8
CUST-02947,19,0,51.3
CUST-02948,18,1,5.1
CUST-02949,28,0,47.2
CUST-02950,2,5,25.5
CUST-02951,5,5,68.1
CUST-02952,15,1,61.7
CUST-02953,7,2,57.0
CUST-02954,2,8,72.8
CUST-02955,20,3,35.8
CUST-02956,19,1,76.2
CUST-02957,19,0,64.0
CUST-02958,16,2,46.5
CUST-02959,4,2,67.0
CUST-02960,24,3,33.4
CUST-02961,16,1,37.6
CUST-02962,11,1,40.9
CUST-02963,15,8,42.1
CUST-02964,16,0,34.2
CUST-02965,4,1,68.3
CUST-02966,17,1,46.1
CUST-02967,12,0,55.3
CUST-02968,12,0,41.4
CUST-02969,15,1,22.7
CUST-02970,29,0,54.1
CUST-02971,14,1,21.3
CUST-02972,17,8,49.0
CUST-02973,19,8,29.5
CUST-02974,12,0,79.8
CUST-02975,17,0,63.7
CUST-02976,10,1,51.6
CUST-02977,2,2,69.0
CUST-02978,6,2,37.3
CUST-02979,17,2,58.2
CUST-02980,20,1,53.0
CUST-02981,17,1,54.0
CUST-02982,16,1,69.1
CUST-02983,17,0,61.0
CUST-02984,12,1,54.3
CUST-02985,29,2,25.2
CUST-02986,10,0,35.6
CUST-02987,8,0,48.2
CUST-02988,9,1,51.4
CUST-02989,27,2,33.0
CUST-02990,22,2,86.2
CUST-02991,5,0,72.7
CUST-02992,4,1,59.0
CUST-02993,13,2,51.1
CUST-02994,11,0,46.8
CUST-02995,12,1,35.7
CUST-02996,8,1,51.2
CUST-02997,13,1,53.9
CUST-02998,24,1,31.4
CUST-02999,18,5,55.0
CUST-03000,24,2,47.7
CUST-03001,12,0,21.4
CUST-03002,15,2,37.1
CUST-03003,15,1,43.8
CUST-03004,28,2,78.3
CUST-03005,17,1,58.3
CUST-03006,12,0,30.0
CUST-03007,4,8,57.3
CUST-03008,25,1,26.8
CUST-03009,23,1,66.2
CUST-03010,30,2,42.9
CUST-03011,16,5,48.6
CUST-03012,20,8,69.9
CUST-03013,22,2,30.7
CUST-03014,13,2,29.0
CUST-03015,10,2,41.2
CUST-03016,25,2,65.6
CUST-03017,15,1,27.2
CUST-03018,21,0,7.5
CUST-03019,17,2,43.2
CUST-03020,27,2,58.3
CUST-03021,13,2,68.0
CUST-03022,15,1,43.1
CUST-03023,7,1,43.8
CUST-03024,10,2,67.3
CUST-03025,3,2,22.0
CUST-03026,6,1,44.2
CUST-03027,5,0,52.9
CUST-03028,12,2,56.7
CUST-03029,12,0,42.4
CUST-03030,3,2,50.5
CUST-03031,12,2,12.7
CUST-03032,18,0,40.1
CUST-03033,27,1,56.8
CUST-03034,13,1,35.3
CUST-03035,20,3,50.9
CUST-03036,17,0,56.7
CUST-03037,2,5,44.9
CUST-03038,11,0,52.6
CUST-03039,9,1,35.6
CUST-03040,16,1,46.9
CUST-03041,13,2,59.2
CUST-03042,14,1,52.4
CUST-03043,17,0,41.2
CUST-03044,21,2,53.4
CUST-03045,19,0,60.7
CUST-03046,27,2,19.3
CUST-03047,26,0,67.4
CUST-03048,14,1,45.0
CUST-03049,26,2,56.4
CUST-03050,8,1,68.0
CUST-03051,20,0,29.4
CUST-03052,2,1,39.4
CUST-03053,18,2,45.7
CUST-03054,10,1,38.2
CUST-03055,11,1,76.0
CUST-03056,19,1,37.1
CUST-03057,25,1,41.7
CUST-03058,17,2,53.1
CUST-03059,11,2,32.0
CUST-03060,18,0,44.1
CUST-03061,5,2,54.8
CUST-03062,12,1,45.0
CUST-03063,20,1,48.6
CUST-03064,17,0,42.1
CUST-03065,5,2,27.3
CUST-03066,20,0,54.8
CUST-03067,6,1,76.3
CUST-03068,4,5,50.3
CUST-03069,24,2,53.4
CUST-03070,5,2,60.4
CUST-03071,26,2,31.0
CUST-03072,9,1,75.5
CUST-03073,17,0,53.0
CUST-03074,5,8,74.5
CUST-03075,6,1,39.0
CUST-03076,10,1,77.3
CUST-03077,14,2,61.6
CUST-03078,2,5,58.3
CUST-03079,6,1,53.5
CUST-03080,12,2,46.3
CUST-03081,5,1,68.0
CUST-03082,5,0,52.1
CUST-03083,9,0,20.5
CUST-03084,20,1,33.2
CUST-03085,10,5,47.2
CUST-03086,18,2,54.6
CUST-03087,11,2,49.2
CUST-03088,16,2,68.3
CUST-03089,25,5,20.7
CUST-03090,15,1,52.2
CUST-03091,5,5,22.7
CUST-03092,18,1,61.4
CUST-03093,22,2,48.6
CUST-03094,17,1,56.3
CUST-03095,22,5,37.0
CUST-03096,10,8,69.2
CUST-03097,28,1,65.6
CUST-03098,10,2,58.8
CUST-03099,20,2,48.1
CUST-03100,17,5,58.7
CUST-03101,18,0,39.4
CUST-03102,10,1,62.8
CUST-03103,11,0,74.7
CUST-03104,17,5,66.1
CUST-03105,15,0,39.1
CUST-03106,21,0,55.4
CUST-03107,4,5,30.6
CUST-03108,15,2,58.6
CUST-03109,16,0,56.8
CUST-03110,18,1,22.0
CUST-03111,30,2,32.6
CUST-03112,12,5,45.8
CUST-03113,10,2,45.5
CUST-03114,13,2,31.9
CUST-03115,4,2,55.8
CUST-03116,30,1,53.8
CUST-03117,19,0,47.1
CUST-03118,9,0,38.7
CUST-03119,6,1,65.7
CUST-03120,12,2,74.8
CUST-03121,10,2,42.7
CUST-03122,14,0,40.8
CUST-03123,10,2,57.4
CUST-03124,15,0,44.6
CUST-03125,19,2,47.9
CUST-03126,5,1,61.1
CUST-03127,22,1,21.4
CUST-03128,17,1,69.8
CUST-03129,9,0,51.1
CUST-03130,3,0,43.8
CUST-03131,13,1,48.7
CUST-03132,17,2,49.4
CUST-03133,15,1,24.0
CUST-03134,5,8,72.4
CUST-03135,1,8,50.6
CUST-03136,7,0,56.6
CUST-03137,19,0,64.3
CUST-03138,13,2,34.7
CUST-03139,6,2,57.1
CUST-03140,5,1,46.0
CUST-03141,0,1,62.7
CUST-03142,18,0,18.1
CUST-03143,24,5,48.5
CUST-03144,10,1,41.0
CUST-03145,28,2,56.5
CUST-03146,19,2,57.1
CUST-03147,13,1,39.4
CUST-03148,11,0,39.3
CUST-03149,17,0,48.3
CUST-03150,18,2,36.6
CUST-03151,14,1,62.6
CUST-03152,10,2,44.5
CUST-03153,10,1,6.4
CUST-03154,18,0,44.4
CUST-03155,18,1,34.4
CUST-03156,22,3,25.5
CUST-03157,9,2,31.4
CUST-03158,5,5,51.6
CUST-03159,19,1,69.9
CUST-03160,16,0,54.7
CUST-03161,8,1,40.9
CUST-03162,18,1,56.8
CUST-03163,16,1,43.1
CUST-03164,3,8,39.6
CUST-03165,7,0,32.7
CUST-03166,19,2,23.7
CUST-03167,7,2,44.2
CUST-03168,12,2,52.4
CUST-03169,23,0,48.6
CUST-03170,20,2,43.8
CUST-03171,3,3,35.8
CUST-03172,2,8,59.1
CUST-03173,29,2,30.2
CUST-03174,15,1,61.6
CUST-03175,25,1,35.0
CUST-03176,13,0,38.7
CUST-03177,11,1,28.0
CUST-03178,28,3,42.5
CUST-03179,16,1,64.6
CUST-03180,29,3,57.7
CUST-03181,18,2,64.7
CUST-03182,30,1,57.8
CUST-03183,3,5,33.4
CUST-03184,10,2,45.0
CUST-03185,27,1,38.3
CUST-03186,3,1,70.0
CUST-03187,0,2,32.0
CUST-03188,10,0,63.4
CUST-03189,7,1,63.4
CUST-03190,5,1,77.4
CUST-03191,14,1,43.9
CUST-03192,5,2,60.7
CUST-03193,19,0,84.2
CUST-03194,0,8,40.7
CUST-03195,3,2,27.0
CUST-03196,5,8,21.8
CUST-03197,3,2,60.7
CUST-03198,6,1,21.8
CUST-03199,5,1,44.4
CUST-03200,13,1,56.6
CUST-03201,22,1,52.8
CUST-03202,8,2,56.4
CUST-03203,0,1,53.3
CUST-03204,10,8,69.2
CUST-03205,8,1,35.7
CUST-03206,29,1,39.8
CUST-03207,12,1,38.4
CUST-03208,17,0,62.5
CUST-03209,6,2,63.5
CUST-03210,17,2,56.8
CUST-03211,5,2,67.8
CUST-03212,22,1,32.3
CUST-03213,22,2,75.0
CUST-03214,11,2,72.8
CUST-03215,1,2,61.0
CUST-03216,18,2,76.7
CUST-03217,11,2,25.2
CUST-03218,25,2,42.1
CUST-03219,6,0,39.0
CUST-03220,12,2,60.8
CUST-03221,19,5,34.2
CUST-03222,9,0,61.4
CUST-03223,15,0,70.6
CUST-03224,20,2,60.4
CUST-03225,8,0,54.3
CUST-03226,24,1,35.2
CUST-03227,10,1,37.3
CUST-03228,10,2,68.7
CUST-03229,24,2,61.7
CUST-03230,11,8,49.4
CUST-03231,14,5,43.7
CUST-03232,27,0,19.6
CUST-03233,7,2,33.9
CUST-03234,3,5,78.7
CUST-03235,26,1,30.8
CUST-03236,17,2,52.8
CUST-03237,9,0,65.1
CUST-03238,3,2,31.2
CUST-03239,4,8,52.8
CUST-03240,6,1,64.1
CUST-03241,12,1,50.2
CUST-03242,9,0,93.0
CUST-03243,30,0,25.0
CUST-03244,4,0,65.9
CUST-03245,5,0,47.4
CUST-03246,2,1,61.6
CUST-03247,19,0,56.6
CUST-03248,4,5,39.0
CUST-03249,3,1,53.4
CUST-03250,16,1,22.1
CUST-03251,30,2,59.0
CUST-03252,5,8,54.5
CUST-03253,19,5,59.6
CUST-03254,8,0,65.9
CUST-03255,22,1,55.5
CUST-03256,14,0,52.2
CUST-03257,22,5,36.8
CUST-03258,16,0,39.3
CUST-03259,6,1,67.8
CUST-03260,12,0,71.5
CUST-03261,9,1,46.4
CUST-03262,5,1,50.7
CUST-03263,26,1,36.4
CUST-03264,11,0,67.6
CUST-03265,28,2,60.0
CUST-03266,5,0,79.1
CUST-03267,23,8,36.8
CUST-03268,6,1,44.3
CUST-03269,16,0,53.5
CUST-03270,11,0,59.7
CUST-03271,2,1,46.8
CUST-03272,13,2,36.9
CUST-03273,6,1,63.2
CUST-03274,7,2,60.8
CUST-03275,26,3,36.3
CUST-03276,29,3,70.3
CUST-03277,12,0,67.6
CUST-03278,20,2,52.0
CUST-03279,10,2,51.2
CUST-03280,12,0,58.3
CUST-03281,12,8,37.1
CUST-03282,8,0,50.5
CUST-03283,16,2,17.7
CUST-03284,9,0,63.1
CUST-03285,14,2,26.6
CUST-03286,24,3,72.6
CUST-03287,9,2,45.0
CUST-03288,2,8,46.8
CUST-03289,12,1,40.6
CUST-03290,20,1,45.7
CUST-03291,2,0,71.3
CUST-03292,23,1,12.7
CUST-03293,13,0,69.2
CUST-03294,20,1,55.1
CUST-03295,10,2,31.9
CUST-03296,7,1,33.9
CUST-03297,9,1,75.1
CUST-03298,15,1,35.8
CUST-03299,16,5,32.7
CUST-03300,5,0,67.1
CUST-03301,12,1,55.1
CUST-03302,9,1,35.9
CUST-03303,19,1,53.2
CUST-03304,28,3,34.6
CUST-03305,17,1,66.5
CUST-03306,2,1,65.9
CUST-03307,6,1,58.0
CUST-03308,14,2,55.4
CUST-03309,6,2,76.4
CUST-03310,2,1,50.0
CUST-03311,18,2,32.3
CUST-03312,23,2,56.7
CUST-03313,5,2,81.3
CUST-03314,5,0,34.8
CUST-03315,11,1,44.6
CUST-03316,22,2,56.2
CUST-03317,2,8,49.2
CUST-03318,11,1,35.3
CUST-03319,29,3,66.8
CUST-03320,3,8,84.8
CUST-03321,15,2,52.9
CUST-03322,11,1,36.4
CUST-03323,14,1,26.8
CUST-03324,13,0,53.9
CUST-03325,10,0,66.6
CUST-03326,12,8,57.1
CUST-03327,29,2,50.0
CUST-03328,1,1,41.2
CUST-03329,4,2,33.6
CUST-03330,27,2,62.5
CUST-03331,5,8,63.7
CUST-03332,14,2,26.8
CUST-03333,2,1,73.8
CUST-03334,6,2,58.6
CUST-03335,11,2,71.0
CUST-03336,16,2,29.9
CUST-03337,13,2,29.5
CUST-03338,23,2,47.8
CUST-03339,22,2,57.5
CUST-03340,10,1,76.9
CUST-03341,22,3,60.6
CUST-03342,11,1,46.4
CUST-03343,17,0,34.6
CUST-03344,15,1,68.5
CUST-03345,18,1,35.5
CUST-03346,17,2,74.4
CUST-03347,25,2,45.7
CUST-03348,24,1,73.9
CUST-03349,6,0,60.2
CUST-03350,18,2,47.9
CUST-03351,30,2,42.2
CUST-03352,16,1,44.9
CUST-03353,13,0,56.4
CUST-03354,20,2,51.2
CUST-03355,11,0,41.1
CUST-03356,20,3,47.5
CUST-03357,20,1,51.2
CUST-03358,17,2,18.1
CUST-03359,14,2,56.9
CUST-03360,5,0,35.3
CUST-03361,5,0,32.7
CUST-03362,5,1,24.7
CUST-03363,20,0,23.1
CUST-03364,22,3,29.7
CUST-03365,13,0,39.4
CUST-03366,13,2,79.3
CUST-03367,19,0,42.1
CUST-03368,25,2,52.7
CUST-03369,20,8,56.0
CUST-03370,18,1,52.0
CUST-03371,22,0,48.8
CUST-03372,13,0,32.1
CUST-03373,11,8,71.8
CUST-03374,28,2,77.1
CUST-03375,18,2,24.8
CUST-03376,23,3,34.6
CUST-03377,8,0,45.8
CUST-03378,20,1,35.5
CUST-03379,16,1,57.6
CUST-03380,7,1,39.1
CUST-03381,10,1,82.5
CUST-03382,14,5,67.9
CUST-03383,17,2,53.2
CUST-03384,23,1,65.4
CUST-03385,5,1,66.6
CUST-03386,3,5,41.5
CUST-03387,1,2,37.8
CUST-03388,15,2,51.2
CUST-03389,7,2,62.9
CUST-03390,27,0,52.1
CUST-03391,17,0,26.3
CUST-03392,23,2,38.0
CUST-03393,23,1,48.9
CUST-03394,9,1,48.9
CUST-03395,5,1,79.6
CUST-03396,27,1,29.2
CUST-03397,23,1,57.6
CUST-03398,2,2,72.3
CUST-03399,20,8,84.1
CUST-03400,18,1,43.9
CUST-03401,7,2,57.4
CUST-03402,27,0,58.5
CUST-03403,16,0,52.9
CUST-03404,6,2,48.5
CUST-03405,17,2,56.5
CUST-03406,18,1,12.0
CUST-03407,5,0,60.2
CUST-03408,26,3,51.9
CUST-03409,8,1,46.7
CUST-03410,30,0,80.7
CUST-03411,13,2,39.9
CUST-03412,22,5,44.0
CUST-03413,14,1,79.9
CUST-03414,5,1,37.5
CUST-03415,6,2,41.7
CUST-03416,9,2,47.8
CUST-03417,14,2,62.6
CUST-03418,18,1,53.1
CUST-03419,23,8,30.6
CUST-03420,11,2,42.0
CUST-03421,20,1,40.9
CUST-03422,17,2,48.8
CUST-03423,3,1,56.4
CUST-03424,10,0,56.3
CUST-03425,5,8,23.4
CUST-03426,19,1,66.0
CUST-03427,7,0,53.8
CUST-03428,17,5,70.8
CUST-03429,11,1,56.7
CUST-03430,21,1,66.5
CUST-03431,20,1,57.0
CUST-03432,14,5,70.2
CUST-03433,20,2,57.8
CUST-03434,20,2,48.5
CUST-03435,7,2,84.1
CUST-03436,24,2,63.3
CUST-03437,5,8,58.6
CUST-03438,14,1,30.9
CUST-03439,20,2,30.7
CUST-03440,26,3,54.4
CUST-03441,16,1,52.2
CUST-03442,25,2,40.8
CUST-03443,16,0,52.1
CUST-03444,10,1,73.8
CUST-03445,24,1,60.4
CUST-03446,16,8,32.9
CUST-03447,15,0,48.3
CUST-03448,30,2,37.9
CUST-03449,0,1,44.2
CUST-03450,18,5,43.8
CUST-03451,10,5,42.8
CUST-03452,24,2,31.2
CUST-03453,2,5,48.1
CUST-03454,19,2,41.6
CUST-03455,24,3,6.1
CUST-03456,26,0,80.8
CUST-03457,10,0,66.3
CUST-03458,8,2,44.4
CUST-03459,19,5,50.3
CUST-03460,13,1,32.4
CUST-03461,13,0,75.4
CUST-03462,19,1,78.5
CUST-03463,14,1,52.4
CUST-03464,12,2,65.4
CUST-03465,14,1,52.6
CUST-03466,20,2,29.9
CUST-03467,3,2,43.8
CUST-03468,8,1,52.0
CUST-03469,18,1,43.2
CUST-03470,15,0,46.7
CUST-03471,22,2,48.6
CUST-03472,22,1,48.8
CUST-03473,5,1,50.8
CUST-03474,12,1,34.1
CUST-03475,4,2,39.2
CUST-03476,14,0,30.7
CUST-03477,1,1,64.7
CUST-03478,7,1,18.4
CUST-03479,26,2,67.3
CUST-03480,6,1,70.8
CUST-03481,9,1,45.5
CUST-03482,16,2,11.0
CUST-03483,5,8,44.6
CUST-03484,19,2,49.0
CUST-03485,24,0,34.8
CUST-03486,5,2,42.3
CUST-03487,16,2,73.0
CUST-03488,19,1,60.0
CUST-03489,17,2,36.1
CUST-03490,12,2,26.0
CUST-03491,2,0,45.1
CUST-03492,7,2,46.8
CUST-03493,11,2,57.4
CUST-03494,19,1,42.0
CUST-03495,2,1,57.7
CUST-03496,14,1,79.0
CUST-03497,0,1,62.2
CUST-03498,3,8,49.3
CUST-03499,24,0,47.3
CUST-03500,7,0,44.6
CUST-03501,18,2,67.7
CUST-03502,20,0,40.6
CUST-03503,5,1,50.7
CUST-03504,14,2,50.8
CUST-03505,18,0,42.5
CUST-03506,23,1,29.4
CUST-03507,12,1,54.8
CUST-03508,0,2,49.1
CUST-03509,10,0,57.5
CUST-03510,15,1,42.0
CUST-03511,9,1,68.3
CUST-03512,3,1,36.8
CUST-03513,7,1,75.7
CUST-03514,3,2,23.8
CUST-03515,28,1,56.5
CUST-03516,1,0,57.1
CUST-03517,22,1,38.1
CUST-03518,9,1,56.4
CUST-03519,6,2,69.2
CUST-03520,13,0,16.7
CUST-03521,8,2,57.5
CUST-03522,22,2,12.6
CUST-03523,10,0,35.5
CUST-03524,23,2,74.4
CUST-03525,14,0,41.3
CUST-03526,19,1,32.4
CUST-03527,18,1,47.0
CUST-03528,6,2,81.0
CUST-03529,23,2,22.5
CUST-03530,17,2,34.2
CUST-03531,1,5,72.5
CUST-03532,15,0,77.9
CUST-03533,25,3,48.4
CUST-03534,25,1,31.4
CUST-03535,16,0,81.4
CUST-03536,29,0,73.9
CUST-03537,13,0,60.2
CUST-03538,23,1,37.8
CUST-03539,19,2,49.3
CUST-03540,5,8,47.6
CUST-03541,18,0,55.0
CUST-03542,20,5,71.8
CUST-03543,17,0,63.2
CUST-03544,20,1,33.8
CUST-03545,18,1,70.6
CUST-03546,17,2,54.7
CUST-03547,14,2,60.3
CUST-03548,18,2,72.0
CUST-03549,13,2,33.3
CUST-03550,25,1,49.5
CUST-03551,7,2,42.0
CUST-03552,7,0,26.5
CUST-03553,27,1,55.2
CUST-03554,11,1,87.7
CUST-03555,10,1,22.4
CUST-03556,18,8,49.5
CUST-03557,5,1,59.6
CUST-03558,13,2,51.8
CUST-03559,14,0,48.3
CUST-03560,19,1,30.5
CUST-03561,9,1,53.5
CUST-03562,26,1,38.6
CUST-03563,11,1,17.2
CUST-03564,19,0,67.9
CUST-03565,20,2,64.4
CUST-03566,12,1,50.8
CUST-03567,18,2,53.4
CUST-03568,3,1,66.1
CUST-03569,26,0,53.4
CUST-03570,17,1,63.6
CUST-03571,8,1,45.5
CUST-03572,13,2,69.7
CUST-03573,18,2,54.8
CUST-03574,11,0,52.9
CUST-03575,11,1,30.9
CUST-03576,16,8,54.3
CUST-03577,4,0,37.5
CUST-03578,11,1,40.4
CUST-03579,29,3,37.8
CUST-03580,7,1,34.0
CUST-03581,7,1,81.9
CUST-03582,10,1,70.0
CUST-03583,18,2,78.8
CUST-03584,28,3,31.7
CUST-03585,11,1,51.1
CUST-03586,13,0,30.6
CUST-03587,18,2,39.6
CUST-03588,25,1,36.2
CUST-03589,20,2,68.6
CUST-03590,13,2,44.1
CUST-03591,20,1,66.0
CUST-03592,7,2,59.1
CUST-03593,8,0,84.6
CUST-03594,9,0,27.8
CUST-03595,10,0,68.9
CUST-03596,1,8,67.2
CUST-03597,19,2,35.4
CUST-03598,29,0,65.1
CUST-03599,16,2,55.0
CUST-03600,11,1,46.6
CUST-03601,6,0,37.6
CUST-03602,8,2,39.2
CUST-03603,14,2,80.7
CUST-03604,19,1,50.0
CUST-03605,7,0,61.7
CUST-03606,18,0,38.1
CUST-03607,10,2,38.3
CUST-03608,16,1,66.2
CUST-03609,30,1,29.8
CUST-03610,5,0,43.8
CUST-03611,7,1,50.5
CUST-03612,13,2,51.7
CUST-03613,26,2,47.3
CUST-03614,12,2,55.9
CUST-03615,15,0,60.4
CUST-03616,17,2,61.0
CUST-03617,14,2,35.2
CUST-03618,27,1,45.7
CUST-03619,17,0,67.9
CUST-03620,0,2,63.4
CUST-03621,0,2,29.4
CUST-03622,22,1,55.3
CUST-03623,22,3,20.3
CUST-03624,13,2,50.7
CUST-03625,18,2,78.5
CUST-03626,13,5,35.8
CUST-03627,23,1,37.5
CUST-03628,21,1,61.5
CUST-03629,14,1,26.9
CUST-03630,9,2,40.5
CUST-03631,14,2,58.9
CUST-03632,0,2,40.5
CUST-03633,13,2,46.5
CUST-03634,13,1,61.2
CUST-03635,1,2,56.3
CUST-03636,9,1,54.0
CUST-03637,10,2,44.9
CUST-03638,16,0,55.6
CUST-03639,24,1,48.1
CUST-03640,5,2,56.9
CUST-03641,8,1,42.5
CUST-03642,23,2,47.3
CUST-03643,14,8,35.2
CUST-03644,3,8,49.5
CUST-03645,14,1,37.8
CUST-03646,2,2,33.3
CUST-03647,5,2,53.9
CUST-03648,8,2,53.2
CUST-03649,19,2,61.7
CUST-03650,26,1,43.5
CUST-03651,15,1,56.1
CUST-03652,29,2,58.3
CUST-03653,18,1,56.7
CUST-03654,26,0,37.6
CUST-03655,6,2,52.2
CUST-03656,5,0,55.5
CUST-03657,18,1,50.1
CUST-03658,16,1,18.7
CUST-03659,15,1,52.4
CUST-03660,18,0,83.2
CUST-03661,6,2,44.6
CUST-03662,13,0,39.1
CUST-03663,15,5,55.6
CUST-03664,19,1,54.7
CUST-03665,4,8,67.9
CUST-03666,12,0,31.1
CUST-03667,23,1,61.0
CUST-03668,2,0,58.9
CUST-03669,15,1,47.9
CUST-03670,25,0,55.1
CUST-03671,5,1,65.4
CUST-03672,1,2,63.1
CUST-03673,12,0,32.9
CUST-03674,9,2,62.3
CUST-03675,14,2,49.0
CUST-03676,25,0,51.1
CUST-03677,28,1,51.1
CUST-03678,9,0,47.7
CUST-03679,7,2,67.9
CUST-03680,10,1,48.7
CUST-03681,12,1,33.2
CUST-03682,4,5,44.1
CUST-03683,17,1,52.7
CUST-03684,17,0,68.4
CUST-03685,6,1,59.0
CUST-03686,10,0,37.2
CUST-03687,5,1,87.3
CUST-03688,6,0,54.0
CUST-03689,11,0,69.1
CUST-03690,0,2,47.7
CUST-03691,10,0,58.0
CUST-03692,3,2,62.6
CUST-03693,2,5,68.3
CUST-03694,20,2,65.9
CUST-03695,2,5,63.1
CUST-03696,14,8,45.3
CUST-03697,19,1,41.4
CUST-03698,3,5,55.0
CUST-03699,4,8,64.0
CUST-03700,11,1,46.7
CUST-03701,12,1,66.0
CUST-03702,26,3,71.8
CUST-03703,10,1,36.3
CUST-03704,1,5,37.4
CUST-03705,20,8,47.9
CUST-03706,7,2,54.6
CUST-03707,3,1,42.1
CUST-03708,5,2,70.3
CUST-03709,12,1,56.4
CUST-03710,8,1,50.6
CUST-03711,14,1,28.5
CUST-03712,0,5,30.3
CUST-03713,14,0,54.2
CUST-03714,12,2,18.0
CUST-03715,9,0,65.2
CUST-03716,14,1,47.6
CUST-03717,17,2,98.6
CUST-03718,13,1,84.6
CUST-03719,25,1,47.3
CUST-03720,20,8,48.4
CUST-03721,20,1,64.9
CUST-03722,10,5,75.5
